ID,VOICE,TEXT COLOR,PORTRAIT,ROUTE TO AFTER,CHOICE_1,CHOICE_1_NEXT,CHOICE_2,CHOICE_2_NEXT,ENGLISH,SPANISH,JAPANESE,GERMAN,CHINESE,CHINESE SIMPLIFIED,KOREAN,ITALIAN,PORTUGUESE
credits_backers,-1,-1,-1,-1,-1,-1,-1,-1,- Kickstarter Backers -,- Patrocinadores de Kickstarter -,- Kickstarter支援者 -,-Kickstarter Unterstützer-,-募資者們-,-募资者们-,-킥스타터 후원자분들-,- Sostenitori del Kickstarter -,- Apoiadores do Kickstarter -
credits_character_design,-1,-1,-1,-1,-1,-1,-1,-1,- Outstanding Character Design -,- Excepcional Diseño de Personajes -,- 傑出したキャラクターデザイン -,-Umwerfender Charakterentwurf-,-了不起的角色設計-,-了不起的角色设计-,-놀라운 캐릭터 디자인-,- Incredibile Character Design -,- Design de Personagens Excepcional -
credits_composer,-1,-1,-1,-1,-1,-1,-1,-1,- Unforgettable Composer -,- Compositor Inolvidable -,- 心に残る音楽 -,-Unvergessliche Komponistin-,-難忘音樂的作曲家-,-难忘音乐的作曲家-,-인상적인 작곡가-,- Indimenticabile Compositore -,- Compositor Inesquecível -
credits_developer,-1,-1,-1,-1,-1,-1,-1,-1,- Cutest Developer -,- Desarrollador Más Tierno -,- 世界一かわいい開発者 -,-Süßeste Entwicklerin-,-超可愛的製作者-,-超可爱的制作者-,-세상에서 가장 귀여운 개발자-,- L'Adorabile Sviluppatrice -,- Desenvolvedor mais adorável -
credits_eoty,-1,-1,-1,-1,-1,-1,-1,-1,- SillyKitty Employee of the Year -,- Trabajador del Año -,- SillyKitty 年間最優秀社員 -,-SillyKitty Angestellte des Jahres-,-年度最佳笨貓咪職員-,-年度最佳笨猫咪职员-,-SillyKitty 올해의 직원-,- SillyKitty Impiegato dell'Anno -,- Empregado do Ano da SillyKitty -
credits_level_design,-1,-1,-1,-1,-1,-1,-1,-1,- Most Attractive Level Designer -,- Diseñador de Niveles Más Atractivo -,- 最高にイケてるレベルデザイン -,-Attraktivste Leveldesignerin-,-史上最帥的關卡設計師-,-史上最帅的关卡设计师-,-가장 아름다운 레벨 디자이너-,- Il Level Designer più Attraente -,- Level Designer mais Atrativo -
credits_marketing,-1,-1,-1,-1,-1,-1,-1,-1,- Marketing Lead -,- Gerente de Marketing -,- 宣伝統括 -,-Marketingleitung-,-行銷總監-,-行销总监-,-마케팅 담당-,- Marketing Lead -,- Líder de Marketing -
credits_message,-1,-1,-1,-1,-1,-1,-1,-1,"""Thank you so much\nfor playing my game <3""\n\n-Mysty","""Demasiadas gracias\npor jugar mi juego <3""\n\n-Mysty",私のゲームを遊んでくれて\n本当にありがとう <3\n\n-Mysty,"""Vielen lieben Dank für's Spielen <3""\n\n-Misty","""非常感謝你\n遊玩我的遊戲<3""\n\n-Mysty","""非常感谢你\n游玩我的游戏<3""\n\n-Mysty","""제 게임을 플레이해주셔서 감사합니다 <3""\n\n-Mysty","""Grazie mille\nper aver giocato il mio gioco <3""\n\n-Mysty","""Muito obrigado\npor jogar meu jogo <3""\n\n-Mysty"
credits_publisher,-1,-1,-1,-1,-1,-1,-1,-1,- Wonderful Publisher -,- Publisher Maravilloso -,- 素晴らしき発売元 -,-Wundervolle Veröffentlicherin-,-超讚發行商-,-超赞发行商-,-훌륭한 퍼블리셔-,- Meraviglioso Editore -,- Publisher Magnifico -
credits_qa,-1,-1,-1,-1,-1,-1,-1,-1,- Expert Testing QA Manager -,- Experto Gerente de Pruebas y QA -,- テスト品質管理統括 -,-Erfahrene Qualitätsmanagerin-,-專業測試與QA經理-,-专业测试与QA经理-,-최고의 QA 매니져-,- Esperto Responsabile del Controllo Qualità -,- Gerente de Testes de QA -
credits_sfx,-1,-1,-1,-1,-1,-1,-1,-1,- SFX Department -,- Departamento de SFX -,- 効果音制作 -,-SFX-Abteilung-,-音效部門-,-音效部门-,-SFX 담당-,- Compartimento effetti sonori -,- Departamento SFX -
credits_special_thanks,-1,-1,-1,-1,-1,-1,-1,-1,- Special Thanks -,- Agradecimientos -,- 特別な感謝を込めて -,-Besonderer Dank an-,-特別感謝-,-特别感谢-,- Special Thanks -,- Ringraziamento Speciale -,- Agradecimentos Especiais -
credits_translators,-1,-1,-1,-1,-1,-1,-1,-1,- Translators -,- Traductores -,- 翻訳 -,-Übersetzer-,-翻譯-,-翻译-,- 번역자 -,- Traduttori -,- Tradutores -
credits_writer,-1,-1,-1,-1,-1,-1,-1,-1,- World-Class Writer -,- Escrito de Talla Mundial -,- 世界一の脚本家 -,-Welklasse Schriftstellungen-,-世界級腳本家-,-世界级脚本家-,- 세계 최고의 시나리오 작가 -,- Scrittori di Livello Mondiale -,- Escritor de Nível Internacional -
curse1,snd_talk_low,-1,-1,-1,-1,-1,-1,-1,`fA curse fills the air..,`fUna maldición llena el aire...,`f呪いが空気を満たす…,`fEin Fluch erfüllt die Luft...,`f一股詛咒瀰漫在空氣中...,`f一股诅咒弥漫在空气中...,`f저주의 기운이 느껴진다...,`fUna maledizione riempe l'aria..,`fUma maldição enche o ar...
death_bat_a1,snd_talk_high,626279,spr_portrait_bat,-1,-1,-1,-1,-1,hehehe!,jejeje!,へへへ！,hehehe!,嘻嘻嘻!,嘻嘻嘻!,헤헤헤!,hehehe!,hehehe!
death_bat_b1,snd_talk_high,626279,spr_portrait_bat,-1,-1,-1,-1,-1,screee!!,screeeee!,ぎゃー！！,screee!!,咿呀!!,咿呀!!,캬아아악!!,skreee!!,screee!!
death_bat_c1,snd_talk_high,626279,spr_portrait_bat,-1,-1,-1,-1,-1,"oh goodie, i needed a snack!","oh vaya, necesitaba un bocadillo!",わーい、おやつが欲しかったとこ！,"Oh super, ich brauchte einen Snack!",喔太好了，該吃點點心了!,喔太好了，该吃点点心了!,잘됐다! 마침 배가 고팠는데.,"oh perfetto, avevo bisogno di uno spuntino!","oh meu deus, eu preciso de um lanche!"
death_blue_knight_a1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,I expected more effort.,Esperaba más esfuerzo.,もっと努力を期待してたぞ。,Ich hatte mehr Anstrengung erwartet.,牛刀小試,牛刀小试,기대 이하군.,Mi aspettavo più impegno.,Eu esperava mais dedicação.
death_blue_knight_b1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,Is that all you have?,Eso es todo lo que tienes?,それで全部か？,Ist das alles?,你就這點本事?,你就这点本事?,그게 전부인가?,E' questo tutto quello che sai fare?,Isso é tudo oque você tem?
death_blue_knight_c1,snd_talk_low,16d7c5,spr_portrait_blue_knight,-1,-1,-1,-1,-1,Well fought.,Bien peleado.,よく戦った。,Gut gekämpft.,打得漂亮,打得漂亮,잘 싸웠다.,Hai combattuto bene.,Lutou bem.
death_blue_wizard_a1,snd_talk_low,0a7f9c,spr_portrait_blue_mage,-1,-1,-1,-1,-1,amen..,amen..,あーめん…,Amen...,阿門...,阿门...,아멘...,amen...,amen..
death_blue_wizard_b1,snd_talk_low,0a7f9c,spr_portrait_blue_mage,-1,-1,-1,-1,-1,chill out..,calma...,落ち着け…,Beruhig dich...,冷靜下來...,冷静下来...,진정해...,calmati..,tem calma ai..
death_blue_wizard_c1,snd_talk_low,0a7f9c,spr_portrait_blue_mage,-1,-1,-1,-1,-1,shatter..,romper...,砕け散れ…,Brich...,粉碎吧...,粉碎吧...,부서져라...,frantumati..,quebre..
death_boss_baba_a1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,You will never do it.,Nunca lo harás.,お前には絶対無理だ。,Du wirst es nie schaffen.,你絕對做不到的,你绝对做不到的,넌 절대로 해내지 못할거야.,Non c'è la farai mai.,Você nunca vai conseguir.
death_boss_baba_b1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,"Obey the law, kid.","Obedece la ley, chico.",法律は守れよ、坊や。,"Gehorche dem Gesetz, Bursche.",好好守法，小子,好好守法，小子,"법을 지키라고, 친구.","Rispetta la legge, ragazzo","Segue as regras, moleque."
death_boss_baba_c1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,It isn't worth it.,No vale la pena.,やる価値はないぞ。,Es ist es nicht wert.,這不值得,这不值得,이러는건 시간 낭비야.,Non ne vale la pena.,Não vale a pena.
death_boss_bibi_a1,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,"Please don't try again, Bobo..","Por favor no intentes otra vez, Bobo..",ボボ、もう二度とやらないでくれ…,"Bitte versuch es nicht nochmal, Bobo...",請你別再試了，波波...,请你别再试了，波波...,"제발 다시는 이러지 말아줘, 보보...","Per favore non provarci di nuovo, Bobo..","Porfavor não tente denovo, Bobo.."
death_boss_bibi_b1,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,"There are other ways, Bobo..","Hay otras formas, Bobo..",他にも方法はあるよ、ボボ…,"Es gibt andere Möglichkeiten, Bobo...",一定有其他方法的，波波...,一定有其他方法的，波波...,"다른 방법이 있을거야, 보보...","Ci sono altre vie, Bobo..","Tem outras maneiras, Bobo.."
death_boss_bibi_c1,snd_talk_highmid,c785e7,spr_portrait_bibi,-1,-1,-1,-1,-1,I'm sorry..,Lo siento..,ごめんなさい…,Es tut mir leid...,我很抱歉...,我很抱歉...,미안해...,Mi dispace...,Me desculpe..
death_boss_bobo_a1,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,`sSTAY DOWN!,`sMANTENTE ABAJO!,`s伏せたままでいろ！,BLEIB UNTEN!,ˋs給我退下!,ˋs给我退下!,`s가만히 있어!!,`sRIMANI A TERRA!,`sNÃO SE LEVANTA!
death_boss_bobo_b1,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,`sTHAT'S ALL YOU HAD??,`sESO ES TODO LO QUE TENÍAS??,`sそれで全部か？？,IST DAS ALLES WAS DU KANNST?,ˋs你就這點實力嗎??,ˋs你就这点实力吗??,`s고작 그게 전부냐!!,`sQUESTO E' TUTTO QUELLO CHE AVEVI??,`sISSO É TUDO OQUE VOCÊ TEM??
death_boss_bobo_c1,snd_talk_lowmid,f3773b,spr_portrait_bobo,-1,-1,-1,-1,-1,... `sYOU'RE DOWN ALREADY??,...`sESTAS ABAJO YA??,…`sもう倒れたのか？？,...DU BIST JETZT SCHON AM BODEN??,...ˋs你怎麼已經倒下了??,...ˋs你怎么已经倒下了??,... `s벌써 쓰러진 거냐!!,... `sSEI GIA' A TERRA??,... `sVOCÊ JÁ FOI ABAIXO??
death_boss_bubu_a1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I- I'm sorry! You attacked me??,Lo-Lo siento! Me atacaste??,ご、ごめん！君が攻撃してきたんでしょ？？,T-tut mir leid! Du hast mich angegriffen??,我-我很抱歉! 你攻擊了我嗎??,我-我很抱歉! 你攻击了我吗??,ㅈ.. 죄송해요!! 그치만 절 공격했잖아요!,m-mi dispiace! Mi hai attacato??,E- Eu.. me desculpe! Você me atacou??
death_boss_bubu_b1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,Where did you come from??,De donde viniste??,どこから来たの？？,Wo bist du denn hergekommen??,你是從哪來的??,你是从哪来的??,어디서 나타난 거에요??,Da dove sei arrivato??,De onde você veio??
death_boss_bubu_c1,snd_talk_lowmid,f7a5cb,spr_portrait_bubu,-1,-1,-1,-1,-1,I- I gotta get out of here!,Ne-necesito salir de aquí!,こ、ここから出なきゃ！,I-Ich muss hier weg!,我-我得趕緊離開這裡!,我-我得赶紧离开这里!,ㅇ..여기서 나가야겠어요!!,Devo s-scappare da qui!,E- Eu preciso sair daqui!
death_brown_wizard_a1,snd_talk_low,663931,spr_portrait_brown_mage,-1,-1,-1,-1,-1,too easy..,muy facil..,楽勝…,zu leicht...,太簡單了...,太简单了...,너무 쉽군...,troppo facile..,facil demais..
death_brown_wizard_b1,snd_talk_low,663931,spr_portrait_brown_mage,-1,-1,-1,-1,-1,foolish..,necio..,愚かな…,dumm...,愚蠢至極...,愚蠢至极...,멍청하긴...,matto..,tolo..
death_brown_wizard_c1,snd_talk_low,663931,spr_portrait_brown_mage,-1,-1,-1,-1,-1,good riddance..,buena suerte..,せいせいした…,endlich weg...,累死我了...,累死我了...,잘됐구나...,finalmente..,já vai tarde..
death_fat_bat_a1,snd_talk_lowmid,626279,spr_portrait_fat_bat,-1,-1,-1,-1,-1,geheh..,geheh..,ゲヘッ…,geheh...,嘎嘿...,嘎嘿...,게헤...,geheh..,geheh..
death_fat_bat_b1,snd_talk_lowmid,626279,spr_portrait_fat_bat,-1,-1,-1,-1,-1,guhuh..,guhuh..,グフッ…,guhuh...,嘎哈...,嘎哈...,거허...,guhuh..,guhuh..
death_generic_a1,snd_talk_lowmid,0a7f9c,spr_portrait_pot,-1,-1,-1,-1,-1,You won't be missed.,No serás extrañado.,誰も惜しまんよ。,Niemand wird dich vermissen.,沒人會懷念你的,没人会怀念你的,다시는 오지 마라.,Non sarai rimpianto.,Você não fará falta.
death_generic_b1,snd_talk_lowmid,f3773b,spr_portrait_bobo2,-1,-1,-1,-1,-1,Really? That's how you die?,En serio? Así es como moriras?,マジで？そんな死に方？,Wirklich? Wie bist du gestorben?,認真? 你就這樣掛了?,认真? 你就这样挂了?,진짜?? 그렇게 죽는다고?,Veramente? E' così che muori?,Sério? É assim que você morre?
death_generic_c1,snd_talk_low,fff6d1,spr_portrait_baba,-1,-1,-1,-1,-1,You will never do it.,Nunca lo harás.,お前には絶対無理だ。,Du wirst es nie schaffen.,你永遠做不到的,你永远做不到的,넌 절대로 해내지 못할거야.,Non c'è la farai mai.,Você nunca vai conseguir.
death_ghost_a1,snd_talk_low,b2ffe3,spr_portrait_ghost,-1,-1,-1,-1,-1,`fleave this place..,vete de este lugar..,`fこの場所を立ち去れ…,`fverlass diesen Ort..,f離開這個地方...,f离开这个地方...,`f여기서 나가..,`fabbandona questo posto..,`fsaia desde lugar..
death_ghost_b1,snd_talk_high,b2ffe3,spr_portrait_ghost,-1,-1,-1,-1,-1,`fi can't remember..,no puedo recordar..,`f思い出せない…,`fich kann mich nicht erinnern..,f我不記得...,f我不记得...,`f아무것도 기억나지 않아..,`fnon mi ricordo..,`fnão consigo lembrar..
death_ghost_c1,snd_talk_low,b2ffe3,spr_portrait_ghost,-1,-1,-1,-1,-1,`fhelp us..,ayúdanos..,`f助けてくれ…,`fhilf uns..,f幫幫我們...,f帮帮我们...,`f도와줘..,`faiutaci..,`fnos ajude..
death_golem_a1,snd_talk_low,06591d,spr_portrait_golem,-1,-1,-1,-1,-1,h.. e..   i.. s..,e..l..,彼…は…,e.. r..   i.. s.. t..,他...,他...,그... 는.....,l.. u.. i..   è..,e.. l.. e.. a.. i.. n.. d.. a
death_golem_b1,snd_talk_low,06591d,spr_portrait_golem,-1,-1,-1,-1,-1,s.. t.. i.. l.. l..,e..s..t..á..,まだ…,n.. o.. c.. h..,仍...然...,仍...然...,아....직......,a.. n.. c.. o.. r.. a..,e.. s.. t.. á..
death_golem_c1,snd_talk_low,06591d,spr_portrait_golem,-1,-1,-1,-1,-1,a.. l.. i.. v.. e..,v..i..v..o,生きて…いる…,a.. m..   L.. e.. b.. e.. n..,活...著...,活...着...,살..아....있.....어....,v.. i.. v.. o..,v.. i.. v.. o..
death_green_skeleton_a1,snd_talk_highmid,5dca1b,spr_portrait_green_skeleton,-1,-1,-1,-1,-1,Defend the tower!,Defiende la torre!,塔を守れ！,Verteidige den Turm!,防守高塔!,防守高塔!,탑을 지켜라!,Protegette la torre!,Defenda a torre!
death_green_skeleton_b1,snd_talk_highmid,5dca1b,spr_portrait_green_skeleton,-1,-1,-1,-1,-1,Intruder defeated!,Intruso derrotado!,侵入者を倒した！,Eindringling besiegt!,打敗了入侵者!,打败了入侵者!,침입자를 처리했다!,Intruso sconfitto!,Intruso derrotado!
death_green_skeleton_c1,snd_talk_highmid,5dca1b,spr_portrait_green_skeleton,-1,-1,-1,-1,-1,Enemy eliminated!,Enemigo eliminado!,敵を排除！,Feind vernichtet!,殲滅了敵人!,歼灭了敌人!,적을 처치했다!,Nemico eliminato!,Inimigo eliminado!
death_green_wizard_a1,snd_talk_low,1e8a0f,spr_portrait_green_mage,-1,-1,-1,-1,-1,amen..,amen..,あーめん…,amen..,阿門...,阿门...,아멘...,amen...,amen..
death_green_wizard_b1,snd_talk_low,1e8a0f,spr_portrait_green_mage,-1,-1,-1,-1,-1,halt..,para..,止まれ…,halt..,卻步...,却步...,멈춰라...,halt..,pare..
death_green_wizard_c1,snd_talk_low,1e8a0f,spr_portrait_green_mage,-1,-1,-1,-1,-1,perish swiftly..,perece rápidamente..,速やかに滅びよ…,stirb schnell..,快點死一死...,快点死一死...,어서 죽어라...,muori velocemente..,morra rapidamente..
death_purple_wizard_a1,snd_talk_low,7231ca,spr_portrait_purple_mage,-1,-1,-1,-1,-1,pesky..,maldito..,うっとうしい…,nervig..,真煩人...,真烦人...,성가시군...,noioso..,chato..
death_purple_wizard_b1,snd_talk_low,7231ca,spr_portrait_purple_mage,-1,-1,-1,-1,-1,failure..,fracaso..,失敗作…,Versager..,失敗...,失败...,실패했구나...,fallimento..,falhado..
death_purple_wizard_c1,snd_talk_low,7231ca,spr_portrait_purple_mage,-1,-1,-1,-1,-1,worthless..,indigno..,無価値…,nutzlos..,沒用...,没用...,쓸모 없어...,inutile..,inútil
death_red_skeleton_a1,snd_talk_highmid,eb1c3c,spr_portrait_red_skeleton,-1,-1,-1,-1,-1,Stay down.,Mantente abajo.,そのまま伏せていろ。,Bleib am Boden.,退下,退下,움직이지 마라.,Rimani a terra.,Não se levanta!
death_red_skeleton_b1,snd_talk_highmid,eb1c3c,spr_portrait_red_skeleton,-1,-1,-1,-1,-1,Weak!,Debil!,弱い！,Schwach!,太弱了!,太弱了!,나약하군!,Debole.,Fraco!
death_red_skeleton_c1,snd_talk_highmid,eb1c3c,spr_portrait_red_skeleton,-1,-1,-1,-1,-1,You thought you would get past me?,Pensaste que ibas a pasar sobre mí?,俺を出し抜けると思ったか？,"Du dachtest, du würdest an mir vorbeikommen?",你以為你能夠越過我嗎?,你以为你能够越过我吗?,나를 지나갈수 있을 것이라고 생각했나?,Pensavi che potevi sorpassarmi?,Você pensou que podia passar por mim?
death_red_wizard_a1,snd_talk_low,eb1c3c,spr_portrait_red_mage,-1,-1,-1,-1,-1,amen..,amen..,あーめん…,amen..,阿門...,阿门...,아멘...,amen..,amen..
death_red_wizard_b1,snd_talk_low,eb1c3c,spr_portrait_red_mage,-1,-1,-1,-1,-1,praise the Great One..,alabado sea El Grande..,偉大なるお方を讃えよ…,geheiligt sei der Allmächtige...,讚嘆至上尊主...,赞叹至上尊主...,위대한 자를 섬겨라...,lode al Grande Maestro..,louve o Grande..
death_red_wizard_c1,snd_talk_low,eb1c3c,spr_portrait_red_mage,-1,-1,-1,-1,-1,the master is safe..,el maestro está a salvo..,ご主人さまはご無事…,der Meister is in Sicherheit..,主人很安全...,主人很安全...,우리의 주인을 지켰다...,il maestro è al sicuro..,o mestre está a salvo..
death_remnant_a1,-1,ffffff,spr_portrait_remnant,-1,-1,-1,-1,-1,...,...,…,...,...,...,...,...,...
death_skeleton_a1,snd_talk_high,bf794d,spr_portrait_skeleton,-1,-1,-1,-1,-1,I did it!!,Lo hice!!,やったー！！,Ich hab's geschafft!,我做到了!!,我做到了!!,내가 해냈다!!,c'è l'ho fatta!!,Eu consegui!!
death_skeleton_b1,snd_talk_high,bf794d,spr_portrait_skeleton,-1,-1,-1,-1,-1,Don't mess with the Great One!,No te metas con El Grande!,偉大なるお方をなめるな！,Leg dich nicht mit dem Allmächtigen an!,休想打攪至上尊主!,休想打搅至上尊主!,위대한 자의 힘을 얕보지 말라고!,Non infastidire il Grande Maestro!,Não mexe com o Grande!
death_skeleton_c1,snd_talk_high,bf794d,spr_portrait_skeleton,-1,-1,-1,-1,-1,Take that!,Toma eso!,喰らえ！,Nimm das!,吃我一記!,吃我一记!,받아라!,Prendi questo!,Toma essa!
death_skeleton_d1,snd_talk_high,bf794d,spr_portrait_skeleton,-1,-1,-1,-1,-1,We won!,Ganamos!,勝った！,Wir haben gewonnen!,我們贏了!,我们赢了!,우리가 이겼어!,Abbiamo vinto!,Ganhamos!
death_slime_a1,snd_talk_low,c1ff80,spr_portrait_slime,-1,-1,-1,-1,-1,`fglorp,`fglorp,`fグロルプ,`fglorp,fglorp,fglorp,`f꿀럭...,`fglorp,`fglorp
death_slime_b1,snd_talk_low,c1ff80,spr_portrait_slime,-1,-1,-1,-1,-1,`fslorp,`fslorp,`fスロルプ,`fslorp,fslorp,fslorp,`f꿀렁...,`fslorp,`fslorp
death_slime_blue_a1,snd_talk_low,16d7c5,spr_portrait_slime_blue,-1,-1,-1,-1,-1,`fmlorp,`fmlorp,`fムロルプ,`fmlorp,mlorp,mlorp,`f출렁...,`fmlorp,`fmlorp
death_slime_blue_b1,snd_talk_low,16d7c5,spr_portrait_slime_blue,-1,-1,-1,-1,-1,`fblorp,`fblorp,`fブロルプ,`fblorp,fblorp,fblorp,`f꾸르륵...,`fblorp,`fblorp
death_slime_blue_c1,snd_talk_low,16d7c5,spr_portrait_slime_blue,-1,-1,-1,-1,-1,`fq,`fq,`fク,`fq,fq,fq,`fㄲ..,`fq,`fq
death_slime_c1,snd_talk_low,c1ff80,spr_portrait_slime,-1,-1,-1,-1,-1,`fg,`fg,`fグ,`fg,fg,fg,`fㄱ...,`fg,`fg
death_slime_gold_a1,snd_talk_low,f3773b,spr_portrait_slime_gold,-1,-1,-1,-1,-1,`fgolp,`fgolp,`fゴルプ,`fgolp,fgolp,fgolp,`f꾸어억...,`fgolp,`fgolp
death_slime_gold_b1,snd_talk_low,f3773b,spr_portrait_slime_gold,-1,-1,-1,-1,-1,`fshorp,`fshorp,`fショルプ,`fshorp,fshorp,fshorp,`f쉬이익...,`fshorp,`fshorp
death_slime_gold_c1,snd_talk_low,f3773b,spr_portrait_slime_gold,-1,-1,-1,-1,-1,`fp,`fp,`fプ,`fp,fp,fp,`fㅍ...,`fp,`fp
death_slime_red_a1,snd_talk_low,eb1c3c,spr_portrait_slime_red,-1,-1,-1,-1,-1,`fplorp,`fplorp,`fプロルプ,`fplorp,fplorp,fplorp,`f푸쉬익...,`fplorp,`fplorp
death_slime_red_b1,snd_talk_low,eb1c3c,spr_portrait_slime_red,-1,-1,-1,-1,-1,`fjorp,`fjorp,`fジョルプ,`fjorp,fjorp,fjorp,`f철썩...,`fjorp,`fjorp
death_slime_red_c1,snd_talk_low,eb1c3c,spr_portrait_slime_red,-1,-1,-1,-1,-1,`fb,`fb,`fブ,`fb,fb,fb,`fㅂ...,`fb,`fb
death_spider_a1,snd_talk_high,064a67,spr_portrait_spider,-1,-1,-1,-1,-1,tsk!,tss!,ちっ！,tch!,嘖!,啧!,칫!,tsk!,tsk!
death_spider_b1,snd_talk_high,064a67,spr_portrait_spider,-1,-1,-1,-1,-1,dinner time!,hora de cenar!,ごはんの時間！,Abendessenszeit!,晚餐時間!,晚餐时间!,식사 시간이다!,ora di cena!,hora da janta!
death_spider_c1,snd_talk_high,064a67,spr_portrait_spider,-1,-1,-1,-1,-1,delicious..,delicioso..,うまい…,lecker..,真美味...,真美味...,맛있어...,delizioso..,delicioso..
death_yellow_skeleton_a1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Did I win?,Gané?,俺の勝ち？,Hab ich gewonnen?,我贏了嗎?,我赢了吗?,해치웠나?,Ho vinto?,Eu ganhei?
death_yellow_skeleton_b1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Bullseye!,Tiro al blanco!,ど真ん中！,Ìns Schwarze!,正中紅心!,正中红心!,명중이다!,Centro!,No alvo!
death_yellow_skeleton_c1,snd_talk_high,f3773b,spr_portrait_yellow_skeleton,-1,-1,-1,-1,-1,Heheheh!!,Heheheh!!,ヘヘヘッ！！,Heheheh!!,嘿嘿嘿!!,嘿嘿嘿!!,헤헤헤!!,Heheheh!!,Heheheh!!
death_yellow_wizard_a1,snd_talk_low,f79f45,spr_portrait_yellow_mage,-1,-1,-1,-1,-1,amen..,amen..,あーめん…,amen..,阿門...,阿门...,아멘..,amen..,amen..
death_yellow_wizard_b1,snd_talk_low,f79f45,spr_portrait_yellow_mage,-1,-1,-1,-1,-1,collapse..,colapso..,崩れ落ちろ…,brich..,倒下吧...,倒下吧...,쓰러져라..,collassa..,colapse..
death_yellow_wizard_c1,snd_talk_low,f79f45,spr_portrait_yellow_mage,-1,-1,-1,-1,-1,suffer..,sufrimiento..,苦しめ…,leide..,受苦吧...,受苦吧...,고통 받거라..,soffri..,sofra..
demo_complete,-1,-1,-1,-1,-1,-1,-1,-1,Wishlist today!,Agrega a tu Lista de Deseados hoy!,今すぐウィッシュリストに追加！,Heute auf die Wunschliste!,加入願望清單!,加入愿望清单!,이 게임을 찜 목록에 추가해주세요!,Aggiungi alla Wishlist!,Coloque na sua lista de desejos hoje!
demo_end1,snd_talk_high,bf794d,spr_portrait_skeleton,-1,-1,-1,-1,-1,You reached the end of the Demo!,Llegaste al final del Demo!,デモ版はここまで！,Du hast das Ende der Demo erreicht!,你抵達試玩版的終點了!,你抵达试玩版的终点了!,데모 버전을 클리어하셨습니다!,Hai raggiunto la fine della Demo!,Você chegou ao fim da Demo!
demo_story1,-1,-1,-1,-1,-1,-1,-1,-1,Thank you for playing the demo\nof Bobo's Big Tower!!\n\nThe full game is expected to\nrelease this year with much\nmore content!\n\nPlease consider wishlisting the\ngame to help it grow and\nknow when it releases!\n\n-mysty,¡Gracias por jugar la demo\nde Bobo's Big Tower!!\n\n¡Se espera que el juego completo\nse lance este año con mucho\nmás contenido!\n\nPor favor considera agregar el\njuego a tu lista de deseados para ayudarlo a crecer y\nenterarte cuando se lance!\n\n-mysty,ボボのビッグタワーのデモ版を\n遊んでくれてありがとう！！\n\n本編は今年中にリリース予定で、\nもっとたくさんのコンテンツが\n追加されるよ！\n\nゲームを応援したり、\nリリース時にお知らせを受け取るために、\nぜひウィッシュリストに追加してね！\n\n-mysty,"Danke fürs Spielen der Demo\nvon Bobo's Big Tower!!\n\nDas komplette Spiel wird dieses Jahr\nmit viel mehr Inhalten herauskommen!\n\nBitte erwäge, das Spiel\nauf deine Wunschliste zu setzen,\num zum Wachstum beizutragen und\nzu erfahren, wann es herauskommen wird!\n\n-mysty",謝謝你遊玩\nBobo's Big Tower的試玩版!!\n\n包含更多內容的完整版遊戲預估在今年上市!\n\n拜託各位考慮將遊戲加入願望清單來幫助它的開發且在發售時收到通知!\n\n-Mysty,谢谢你游玩\nBobo's Big Tower的试玩版!!\n\n包含更多内容的完整版游戏预估在今年上市!\n\n拜托各位考虑将游戏加入愿望清单来帮助它的开发且在发售时收到通知!\n\n-Mysty,Bobo's Big Tower의 데모 버전을\n플레이해주셔서 감사합니다!\n\n정식 버전의 출시는 올해에 더 많은\n컨텐츠와 함께 예정되어 있습니다!\n\n스팀에서 찜 목록에 이 게임을 추가하시면\n이 게임의 개발을 돕고 정식 출시때\n알림을 받아보실수 있습니다!\n\n-Mysty,Grazie per aver giocato la demo!\nof Bobo's Big Tower!!\n\nLa data di rilascio del gioco intero\nè prevista entro quest'anno\ncon molto più contenuto!\n\nPer favore considera aggiungere il gioco\n alla tua wishlist per aiutarlo a crescere e\nsapere quando sarà pubblicato|\n\n-mysty,Obrigado por jogar a demo do Bobo's Big Tower!! O jogo completo está previsto para ser lançado ainda este ano com muito mais conteúdo! Adicione o jogo à sua lista de desejos para ajudar no crescimento e para saber quando ele será lançado! -mysty
